current_temperature,target_temperature,humidity,heater_speed
25.17,26.0,74.05,10.3
26.43,26.0,78.78,0.0
26.04,26.0,57.8,0.0
27.35,26.0,74.68,0.0
15.65,26.0,49.26,82.27
26.91,26.0,50.52,0.0
21.14,26.0,61.69,40.0
18.76,26.0,47.21,52.93
20.97,26.0,82.91,37.27
17.48,26.0,81.08,58.19
16.62,26.0,46.96,72.22
15.86,26.0,78.53,72.57
13.32,26.0,65.35,92.18
19.95,26.0,73.08,52.59
26.2,26.0,80.48,1.34
22.08,26.0,68.08,27.99
20.34,26.0,49.65,49.89
18.86,26.0,45.1,59.07
19.43,26.0,64.88,52.24
15.35,26.0,82.97,76.34
25.17,26.0,67.9,9.75
15.17,26.0,59.92,78.76
23.47,26.0,46.24,23.63
24.16,26.0,81.6,21.37
21.2,26.0,58.09,38.37
25.81,26.0,73.19,0.0
16.66,26.0,72.77,69.59
26.11,26.0,55.16,0.26
23.67,26.0,47.55,16.5
24.78,26.0,60.4,11.48
22.63,26.0,57.69,35.29
25.54,26.0,73.01,5.25
27.89,26.0,77.79,0.12
18.72,26.0,53.9,51.16
25.02,26.0,66.13,11.92
23.91,26.0,46.62,20.89
19.25,26.0,53.57,52.72
26.83,26.0,75.47,2.18
18.31,26.0,76.74,59.27
21.05,26.0,76.06,36.72
13.7,26.0,50.7,93.34
15.61,26.0,67.04,81.47
25.45,26.0,61.91,5.61
18.34,26.0,84.66,54.47
18.31,26.0,71.16,58.76
15.94,26.0,82.41,75.9
19.87,26.0,50.81,46.7
24.89,26.0,63.03,13.64
26.32,26.0,75.86,0.26
13.12,26.0,59.71,94.98
21.2,26.0,70.3,37.88
19.48,26.0,65.47,50.22
21.83,26.0,84.68,39.66
19.16,26.0,51.95,50.91
18.38,26.0,82.41,59.26
19.55,26.0,61.06,58.22
21.31,26.0,63.72,41.96
20.02,26.0,66.14,43.79
19.55,26.0,55.61,48.21
25.09,26.0,83.55,6.84
23.93,26.0,81.46,19.6
17.46,26.0,83.92,63.99
24.81,26.0,84.88,7.37
25.66,26.0,71.79,1.15
14.46,26.0,63.07,82.37
21.32,26.0,79.03,37.64
16.56,26.0,45.95,81.17
23.83,26.0,78.38,16.71
15.82,26.0,64.89,72.87
22.74,26.0,71.93,24.59
16.08,26.0,59.96,77.58
20.18,26.0,59.74,47.79
27.18,26.0,46.27,1.49
18.1,26.0,61.95,60.58
26.01,26.0,61.33,0.33
27.79,26.0,53.99,0.0
26.0,26.0,54.89,9.46
14.65,26.0,68.37,85.0
25.11,26.0,57.71,9.38
12.51,26.0,78.21,91.98
18.29,26.0,49.46,57.38
25.93,26.0,68.11,3.64
23.02,26.0,51.4,29.95
20.52,26.0,66.13,43.3
18.21,26.0,67.1,64.78
25.0,26.0,70.69,10.59
23.35,26.0,62.1,27.13
19.49,26.0,65.38,53.13
26.28,26.0,52.24,0.0
15.68,26.0,63.52,74.06
14.73,26.0,59.92,83.52
22.28,26.0,71.65,34.9
27.55,26.0,62.39,1.16
15.96,26.0,76.17,75.26
15.99,26.0,62.04,71.82
14.23,26.0,54.43,90.83
25.77,26.0,55.95,4.2
15.62,26.0,46.81,76.14
20.05,26.0,66.6,47.38
27.85,26.0,78.24,0.0
12.19,26.0,75.76,92.29
20.9,26.0,62.51,38.82
20.2,26.0,52.84,48.21
24.92,26.0,79.54,18.47
17.68,26.0,47.27,64.15
18.57,26.0,60.97,60.6
14.69,26.0,79.26,81.96
23.85,26.0,60.73,18.43
24.56,26.0,49.72,15.51
14.19,26.0,55.64,86.61
18.3,26.0,69.0,58.46
26.29,26.0,51.08,0.0
12.04,26.0,71.2,98.42
16.78,26.0,62.53,73.61
20.88,26.0,58.38,43.29
17.35,26.0,54.64,71.64
16.35,26.0,77.93,73.01
19.36,26.0,60.87,53.27
14.9,26.0,74.54,78.3
20.47,26.0,62.61,43.89
23.31,26.0,48.67,20.29
21.2,26.0,62.62,39.48
13.49,26.0,65.31,91.33
25.51,26.0,63.31,11.81
14.8,26.0,77.65,82.48
24.24,26.0,81.43,13.59
17.77,26.0,76.47,57.17
24.52,26.0,68.31,13.95
15.3,26.0,66.66,82.15
14.99,26.0,70.78,79.83
19.95,26.0,56.51,51.72
12.53,26.0,77.47,93.74
15.6,26.0,79.27,77.94
23.58,26.0,55.69,17.29
25.4,26.0,81.11,12.28
13.29,26.0,78.95,85.63
26.11,26.0,61.98,0.61
24.76,26.0,81.36,11.37
25.91,26.0,49.82,0.94
23.17,26.0,46.12,25.78
22.79,26.0,58.91,29.87
20.4,26.0,67.62,47.24
22.44,26.0,59.06,35.27
26.71,26.0,82.68,0.0
13.61,26.0,55.19,93.08
17.05,26.0,56.25,75.55
13.16,26.0,70.39,92.24
27.12,26.0,45.15,1.69
19.12,26.0,74.1,55.15
22.81,26.0,60.1,26.84
25.46,26.0,84.11,6.7
27.86,26.0,72.66,0.1
14.59,26.0,47.09,86.95
24.79,26.0,48.71,14.31
26.2,26.0,48.53,0.0
12.78,26.0,83.1,91.7
24.07,26.0,72.36,8.02
17.68,26.0,62.1,70.53
22.38,26.0,53.02,31.41
20.22,26.0,79.95,42.82
16.16,26.0,53.06,71.97
14.16,26.0,73.27,84.09
13.87,26.0,75.53,84.68
13.65,26.0,56.79,88.77
22.2,26.0,65.2,30.57
17.62,26.0,53.92,67.92
15.47,26.0,60.16,86.39
23.07,26.0,83.61,28.35
22.99,26.0,72.73,30.59
20.63,26.0,78.86,41.76
26.96,26.0,66.62,2.34
18.17,26.0,54.56,63.81
25.37,26.0,73.52,4.7
13.2,26.0,65.02,91.16
23.84,26.0,52.07,23.96
27.82,26.0,61.5,0.53
25.55,26.0,70.39,5.61
21.27,26.0,74.41,34.79
22.03,26.0,54.73,33.94
17.65,26.0,80.04,57.45
22.87,26.0,60.18,28.51
24.33,26.0,55.85,17.64
27.97,26.0,52.8,0.0
19.88,26.0,77.17,49.14
12.98,26.0,59.17,96.57
21.53,26.0,64.34,38.81
13.9,26.0,53.91,86.07
15.92,26.0,72.44,73.65
17.26,26.0,76.24,66.93
23.7,26.0,58.58,27.37
14.94,26.0,82.8,77.97
14.65,26.0,46.22,88.72
12.72,26.0,50.32,100.0
25.97,26.0,68.55,0.0
23.1,26.0,73.06,29.86
12.64,26.0,55.03,100.0
12.45,26.0,67.16,100.0
20.94,26.0,57.74,44.33
16.52,26.0,67.16,79.74
21.55,26.0,71.37,35.13
18.95,26.0,83.91,61.11
26.77,26.0,63.23,0.0
16.6,26.0,70.93,75.09
22.87,26.0,68.12,26.72
12.86,26.0,57.7,99.06
27.29,26.0,55.12,0.05
27.69,26.0,84.51,0.0
23.83,26.0,53.27,20.45
19.44,26.0,76.61,43.76
15.52,26.0,50.86,79.77
25.0,26.0,77.17,7.5
23.78,26.0,52.43,20.65
15.55,26.0,83.69,85.3
19.22,26.0,72.44,59.21
19.4,26.0,48.6,49.43
25.22,26.0,72.73,10.38
22.94,26.0,69.14,30.01
22.29,26.0,58.5,31.57
22.4,26.0,55.43,32.77
16.33,26.0,73.75,72.72
17.95,26.0,74.65,56.57
12.73,26.0,58.09,93.26
24.59,26.0,80.05,14.38
18.93,26.0,55.75,57.35
19.01,26.0,47.79,54.83
15.93,26.0,68.99,72.22
15.35,26.0,49.28,81.43
21.41,26.0,56.07,42.58
15.72,26.0,65.29,76.59
13.03,26.0,56.45,100.0
24.28,26.0,53.6,14.77
18.02,26.0,73.13,61.66
18.08,26.0,66.88,60.12
18.9,26.0,78.59,56.68
25.04,26.0,68.25,7.44
17.13,26.0,64.34,74.66
24.13,26.0,55.45,12.51
27.03,26.0,76.68,0.49
22.57,26.0,52.87,31.27
18.91,26.0,54.69,59.2
23.96,26.0,78.66,23.56
19.33,26.0,74.65,55.25
18.63,26.0,69.51,54.88
20.4,26.0,46.56,49.65
17.08,26.0,50.09,76.72
13.67,26.0,65.0,86.67
18.64,26.0,74.85,64.18
13.98,26.0,63.56,89.44
18.57,26.0,45.69,59.12
20.91,26.0,52.37,40.25
26.89,26.0,68.55,0.62
12.58,26.0,72.77,88.13
21.94,26.0,46.34,34.74
19.32,26.0,46.73,54.32
12.32,26.0,55.45,96.14
15.99,26.0,48.34,80.29
13.9,26.0,66.68,87.3
15.47,26.0,49.95,78.64
16.39,26.0,70.93,70.61
18.42,26.0,76.09,59.28
20.46,26.0,83.82,43.99
12.02,26.0,82.94,93.87
14.59,26.0,55.93,86.0
13.5,26.0,46.18,94.08
20.79,26.0,58.18,39.73
17.27,26.0,73.34,64.84
20.77,26.0,47.39,46.82
15.55,26.0,59.39,80.87
12.39,26.0,56.92,98.41
27.06,26.0,53.77,0.08
13.73,26.0,73.25,84.47
14.03,26.0,71.36,83.1
14.34,26.0,66.42,84.45
27.7,26.0,81.43,1.36
21.88,26.0,49.13,37.03
21.76,26.0,50.99,36.25
27.79,26.0,60.34,1.88
13.42,26.0,71.24,89.2
27.59,26.0,68.36,0.78
15.26,26.0,47.96,80.73
21.97,26.0,83.34,29.89
18.72,26.0,57.2,57.66
18.14,26.0,59.36,61.02
26.9,26.0,69.95,0.09
14.39,26.0,82.81,91.37
27.95,26.0,71.51,0.0
18.07,26.0,83.19,61.09
22.38,26.0,52.5,30.85
27.49,26.0,69.75,0.17
12.92,26.0,78.16,95.48
26.77,26.0,65.36,0.0
21.08,26.0,59.49,37.53
23.27,26.0,84.39,23.08
14.39,26.0,50.64,92.49
20.53,26.0,61.44,43.97
22.78,26.0,79.93,29.3
19.3,26.0,81.02,51.84
14.48,26.0,84.22,86.01
15.91,26.0,80.39,67.85
25.67,26.0,47.04,6.86
12.55,26.0,82.19,92.62
23.34,26.0,62.13,27.74
27.99,26.0,71.06,0.43
12.12,26.0,60.77,100.0
14.58,26.0,77.55,81.65
22.79,26.0,68.04,24.94
12.96,26.0,78.82,87.06
21.44,26.0,52.75,37.48
22.94,26.0,52.4,28.57
21.41,26.0,62.62,36.29
17.84,26.0,45.19,64.53
23.16,26.0,72.71,18.8
21.51,26.0,56.84,37.37
15.32,26.0,67.29,82.65
21.01,26.0,47.8,45.51
26.11,26.0,51.83,0.0
22.67,26.0,69.91,30.07
19.55,26.0,57.23,49.67
17.15,26.0,53.59,74.98
13.37,26.0,54.15,100.0
15.91,26.0,53.59,77.98
12.18,26.0,69.91,100.0
27.79,26.0,51.71,0.0
15.56,26.0,59.51,74.41
25.04,26.0,72.52,7.63
14.7,26.0,65.55,82.5
16.54,26.0,68.89,79.21
18.69,26.0,55.04,57.71
17.19,26.0,82.31,62.11
24.77,26.0,61.56,9.56
27.32,26.0,56.48,0.0
26.0,26.0,81.17,0.13
14.46,26.0,71.21,82.12
24.43,26.0,69.56,8.89
14.37,26.0,80.47,78.84
26.61,26.0,47.34,0.0
20.29,26.0,78.51,47.84
17.38,26.0,72.11,65.49
14.51,26.0,59.4,92.01
12.19,26.0,55.25,100.0
15.97,26.0,49.19,77.59
26.62,26.0,82.64,0.33
24.76,26.0,50.68,11.1
27.52,26.0,55.38,0.0
13.61,26.0,72.64,83.54
21.47,26.0,73.41,32.43
16.11,26.0,51.43,70.38
20.69,26.0,77.57,46.58
17.13,26.0,65.41,62.34
16.54,26.0,78.94,76.52
21.18,26.0,48.49,39.17
14.93,26.0,46.71,90.96
19.51,26.0,70.48,50.2
22.41,26.0,51.0,26.83
14.05,26.0,66.0,91.72
26.89,26.0,45.56,0.83
20.09,26.0,76.2,43.79
25.11,26.0,80.98,8.12
22.46,26.0,78.56,27.05
23.36,26.0,83.33,22.91
23.46,26.0,81.12,23.07
26.0,26.0,62.76,0.0
21.82,26.0,60.93,29.73
16.45,26.0,80.85,67.91
13.59,26.0,82.08,89.63
21.7,26.0,83.91,34.55
13.06,26.0,75.73,90.36
15.86,26.0,53.08,74.57
12.97,26.0,82.8,88.59
20.78,26.0,82.89,46.6
14.57,26.0,71.65,79.09
21.77,26.0,79.29,37.67
24.65,26.0,67.45,13.76
25.15,26.0,82.77,9.77
16.95,26.0,48.76,68.68
20.78,26.0,79.56,40.72
21.01,26.0,47.22,43.08
19.57,26.0,58.56,50.48
22.48,26.0,50.41,32.98
15.36,26.0,64.17,80.92
27.67,26.0,54.29,0.07
13.57,26.0,83.08,88.09
25.27,26.0,67.37,1.41
21.51,26.0,80.91,40.93
15.92,26.0,56.12,76.28
23.93,26.0,46.04,27.48
13.35,26.0,76.03,94.86
24.39,26.0,73.1,13.88
21.44,26.0,66.82,40.93
13.77,26.0,77.61,84.81
13.27,26.0,78.6,89.72
24.01,26.0,68.52,21.25
16.69,26.0,83.64,71.98
26.23,26.0,73.79,0.0
24.19,26.0,72.08,17.56
23.17,26.0,59.46,34.66
16.46,26.0,45.09,73.79
23.34,26.0,54.64,19.23
27.17,26.0,75.56,0.32
13.46,26.0,73.39,94.66
17.22,26.0,58.24,67.91
15.75,26.0,70.02,76.48
18.29,26.0,52.81,59.78
23.88,26.0,55.55,18.92
19.59,26.0,82.9,46.89
21.13,26.0,61.53,42.68
17.03,26.0,54.8,69.58
14.26,26.0,64.48,87.71
16.27,26.0,60.48,75.24
25.75,26.0,74.18,1.66
21.64,26.0,83.48,30.63
18.05,26.0,68.67,55.97
24.64,26.0,68.65,24.29
13.03,26.0,59.59,99.89
16.06,26.0,67.59,79.03
15.68,26.0,57.77,75.91
27.77,26.0,45.04,0.0
23.3,26.0,79.64,21.13
21.88,26.0,62.18,30.93
12.08,26.0,64.68,97.52
14.95,26.0,48.34,89.15
22.17,26.0,78.48,35.28
18.08,26.0,51.81,59.88
26.79,26.0,61.42,0.96
24.24,26.0,78.61,19.35
19.16,26.0,63.31,52.6
23.99,26.0,82.25,18.81
27.61,26.0,53.37,0.0
19.38,26.0,73.61,53.39
22.28,26.0,84.12,32.06
26.7,26.0,66.98,0.03
15.98,26.0,72.69,72.18
26.18,26.0,60.73,0.66
13.56,26.0,75.05,83.16
22.38,26.0,81.35,30.27
24.53,26.0,73.12,17.38
21.83,26.0,82.44,29.62
19.93,26.0,68.55,49.76
21.88,26.0,68.09,37.9
14.43,26.0,57.19,79.96
15.45,26.0,73.39,76.36
16.32,26.0,80.28,76.62
21.56,26.0,70.85,39.14
19.07,26.0,54.32,49.63
15.91,26.0,66.76,77.73
26.12,26.0,75.24,0.0
17.98,26.0,82.57,62.49
19.14,26.0,51.26,53.64
18.56,26.0,50.1,60.02
14.91,26.0,61.52,80.71
23.71,26.0,50.02,22.15
19.18,26.0,84.22,50.22
12.26,26.0,61.97,98.23
27.42,26.0,66.34,0.63
25.05,26.0,54.08,12.08
23.58,26.0,62.97,23.22
25.91,26.0,84.39,0.0
26.51,26.0,64.55,1.63
17.4,26.0,45.35,68.07
21.78,26.0,54.7,37.43
21.74,26.0,84.14,37.65
16.28,26.0,84.56,71.63
15.55,26.0,53.42,83.87
13.82,26.0,69.61,86.98
22.55,26.0,48.08,35.06
24.49,26.0,68.1,15.36
24.18,26.0,50.04,20.0
17.06,26.0,77.75,67.97
15.28,26.0,82.58,81.21
19.26,26.0,51.92,57.67
20.75,26.0,63.51,42.03
26.71,26.0,49.08,0.0
26.0,26.0,58.57,0.0
26.66,26.0,47.6,0.0
25.6,26.0,55.58,1.23
27.43,26.0,84.61,0.61
19.45,26.0,46.78,48.93
12.76,26.0,79.36,99.58
13.34,26.0,48.1,92.63
18.24,26.0,66.16,67.05
16.12,26.0,63.08,76.04
14.72,26.0,82.26,80.18
27.25,26.0,52.96,0.0
15.13,26.0,52.19,82.75
27.35,26.0,74.95,0.11
24.17,26.0,74.03,22.84
22.26,26.0,72.97,33.04
22.82,26.0,46.05,25.45
17.3,26.0,55.4,64.65
22.34,26.0,78.6,28.1
14.99,26.0,69.03,85.36
27.0,26.0,69.09,0.41
16.83,26.0,56.84,71.63
16.08,26.0,55.41,74.97
23.38,26.0,82.86,28.63
22.5,26.0,74.11,26.77
19.22,26.0,50.07,55.78
22.12,26.0,82.51,34.05
14.55,26.0,68.29,80.7
22.77,26.0,58.33,26.88
16.33,26.0,60.89,71.12
16.37,26.0,74.02,76.43
14.59,26.0,60.05,91.54
17.32,26.0,68.15,66.6
17.3,26.0,73.42,64.68
19.27,26.0,52.81,52.88
15.05,26.0,82.77,78.29
15.09,26.0,59.25,79.92
20.67,26.0,61.77,43.97
14.06,26.0,72.94,87.39
23.02,26.0,69.35,25.18
27.1,26.0,62.6,2.13
18.83,26.0,70.99,55.3
26.42,26.0,81.11,0.0
13.57,26.0,77.01,86.65
12.69,26.0,77.97,95.99
23.54,26.0,55.34,17.04
24.18,26.0,61.78,23.31
25.49,26.0,67.15,6.45
12.91,26.0,46.77,100.0
24.43,26.0,75.79,17.77
18.02,26.0,57.94,60.38
16.85,26.0,56.3,67.65
14.77,26.0,55.37,80.91
27.94,26.0,56.34,0.88
13.02,26.0,58.52,97.44
25.23,26.0,69.19,6.36
22.23,26.0,68.34,34.68
23.76,26.0,55.23,13.18
23.39,26.0,53.26,23.22
25.73,26.0,78.05,7.43
14.94,26.0,48.71,83.91
12.01,26.0,65.51,96.92
21.58,26.0,65.82,35.2
17.66,26.0,67.97,53.39
13.98,26.0,80.43,81.59
14.98,26.0,69.96,84.49
17.31,26.0,83.95,62.12
13.12,26.0,79.85,88.74
12.91,26.0,53.59,88.44
26.66,26.0,54.65,0.0
16.99,26.0,58.79,73.75
27.72,26.0,60.66,0.0
27.43,26.0,67.12,0.52
14.28,26.0,54.3,85.6
23.44,26.0,53.89,24.03
21.61,26.0,60.26,33.46
23.05,26.0,71.88,19.23
13.54,26.0,72.53,88.65
15.02,26.0,84.04,80.26
13.23,26.0,53.1,96.78
21.67,26.0,60.71,40.29
27.79,26.0,83.59,2.43
22.75,26.0,72.6,28.65
23.37,26.0,68.69,23.01
27.75,26.0,66.59,1.04
22.85,26.0,48.02,28.37
12.64,26.0,80.73,90.75
25.87,26.0,70.02,0.0
17.83,26.0,67.87,66.94
12.07,26.0,66.58,100.0
20.12,26.0,60.68,43.09
26.99,26.0,55.19,0.0
16.12,26.0,75.21,71.29
19.86,26.0,65.38,48.1
14.78,26.0,46.36,83.25
12.92,26.0,60.96,97.01
13.29,26.0,82.14,86.16
23.63,26.0,59.96,18.46
25.83,26.0,61.53,6.39
14.29,26.0,69.96,84.42
16.61,26.0,77.07,68.96
15.12,26.0,71.74,82.04
12.43,26.0,79.0,92.32
20.85,26.0,49.56,42.38
23.2,26.0,81.98,25.68
22.37,26.0,81.16,25.36
18.21,26.0,65.77,61.45
20.88,26.0,69.99,39.46
13.51,26.0,53.51,95.86
14.47,26.0,62.92,87.06
26.91,26.0,53.11,0.0
24.18,26.0,45.88,12.67
26.76,26.0,84.24,1.33
26.67,26.0,55.37,0.0
22.39,26.0,68.72,31.23
26.85,26.0,57.01,0.25
18.67,26.0,59.82,52.92
12.06,26.0,60.91,100.0
13.0,26.0,58.4,96.42
13.75,26.0,70.5,87.04
13.53,26.0,83.44,84.13
17.63,26.0,62.15,61.17
23.22,26.0,83.93,25.05
24.65,26.0,71.71,12.31
21.44,26.0,69.29,43.6
14.34,26.0,54.48,86.74
23.97,26.0,47.52,20.28
17.68,26.0,79.08,57.6
12.21,26.0,67.96,96.89
16.49,26.0,61.58,73.1
17.29,26.0,77.48,63.84
16.39,26.0,57.42,72.04
24.99,26.0,76.34,11.6
24.16,26.0,58.12,23.38
23.13,26.0,81.84,25.64
14.22,26.0,55.72,91.93
24.93,26.0,50.5,13.78
22.83,26.0,72.92,31.6
15.12,26.0,51.51,80.77
22.37,26.0,82.97,29.89
19.74,26.0,71.22,49.14
19.03,26.0,54.23,58.38
13.79,26.0,53.35,93.84
20.29,26.0,81.96,45.49
13.6,26.0,69.31,92.5
14.63,26.0,80.75,79.19
14.12,26.0,49.41,92.78
27.27,26.0,82.02,0.35
16.56,26.0,65.8,73.81
17.68,26.0,71.74,63.84
17.15,26.0,59.92,70.88
26.37,26.0,47.37,0.48
21.01,26.0,83.32,40.8
26.71,26.0,84.78,0.0
16.8,26.0,59.58,66.1
13.84,26.0,82.75,87.24
20.9,26.0,51.71,39.15
17.53,26.0,51.19,65.55
24.83,26.0,47.92,12.68
26.07,26.0,60.65,1.26
19.56,26.0,47.09,53.81
27.54,26.0,60.79,0.0
20.85,26.0,50.54,41.12
16.33,26.0,74.22,73.63
19.82,26.0,78.33,45.87
12.6,26.0,72.51,100.0
24.86,26.0,53.02,11.73
13.62,26.0,75.67,84.03
16.94,26.0,54.98,67.02
21.05,26.0,75.38,44.52
12.69,26.0,67.7,93.86
13.27,26.0,59.67,88.45
23.14,26.0,48.34,29.79
13.15,26.0,78.1,89.09
19.63,26.0,82.59,51.67
17.42,26.0,71.64,68.36
15.65,26.0,83.58,75.45
15.02,26.0,82.36,86.9
24.21,26.0,52.78,11.76
27.22,26.0,74.25,0.0
14.24,26.0,58.97,86.35
27.35,26.0,64.5,0.22
21.52,26.0,51.28,45.33
22.27,26.0,83.99,35.79
23.36,26.0,74.05,21.01
23.27,26.0,55.68,23.04
25.12,26.0,59.86,6.75
19.74,26.0,61.9,48.05
20.53,26.0,74.9,49.29
17.18,26.0,82.03,64.36
13.68,26.0,57.86,90.57
22.63,26.0,63.9,32.55
12.54,26.0,68.73,90.18
16.41,26.0,60.73,73.3
13.51,26.0,65.17,86.9
15.05,26.0,49.23,82.67
22.22,26.0,51.71,31.68
22.06,26.0,61.04,32.11
18.74,26.0,81.6,56.14
13.44,26.0,58.97,93.04
18.93,26.0,54.99,56.27
17.64,26.0,74.71,64.53
23.53,26.0,82.97,19.04
21.26,26.0,63.36,42.31
19.87,26.0,45.34,50.82
19.79,26.0,72.53,47.65
27.46,26.0,61.6,0.48
24.1,26.0,71.95,17.21
19.95,26.0,56.11,56.42
19.67,26.0,45.1,52.75
12.42,26.0,58.78,94.63
27.08,26.0,73.19,0.81
17.11,26.0,60.72,66.93
16.1,26.0,53.77,77.19
27.99,26.0,63.56,0.95
23.5,26.0,75.09,27.15
12.76,26.0,49.78,96.22
12.99,26.0,72.67,97.41
12.41,26.0,71.69,92.54
21.59,26.0,59.83,36.79
13.15,26.0,83.81,94.4
26.93,26.0,80.79,0.84
26.99,26.0,57.65,0.0
20.74,26.0,46.24,44.23
21.87,26.0,57.33,36.9
16.67,26.0,53.19,79.16
13.02,26.0,66.89,88.1
23.8,26.0,81.75,14.32
13.63,26.0,79.81,84.57
13.37,26.0,57.23,95.9
16.98,26.0,62.14,63.58
12.2,26.0,46.46,100.0
18.94,26.0,66.77,57.5
23.32,26.0,47.53,32.41
24.82,26.0,82.54,15.43
21.67,26.0,79.68,37.08
25.55,26.0,53.57,10.26
18.5,26.0,72.97,59.75
25.58,26.0,67.72,3.43
20.1,26.0,77.05,42.79
15.57,26.0,64.03,76.03
27.11,26.0,52.67,1.0
16.4,26.0,70.59,72.37
12.42,26.0,48.21,93.25
15.88,26.0,68.38,74.59
17.87,26.0,53.51,64.57
17.62,26.0,72.4,65.6
20.39,26.0,78.12,50.42
26.13,26.0,49.38,1.66
16.68,26.0,61.01,68.16
20.33,26.0,74.34,39.13
17.44,26.0,51.55,69.99
25.15,26.0,67.66,6.17
14.52,26.0,71.87,86.34
13.66,26.0,59.19,95.79
20.05,26.0,78.28,41.65
22.75,26.0,65.43,30.81
24.73,26.0,70.08,17.41
21.43,26.0,50.63,43.26
24.38,26.0,45.93,9.25
18.28,26.0,47.03,59.45
12.53,26.0,81.16,89.19
13.86,26.0,80.31,87.72
12.62,26.0,77.3,95.3
17.26,26.0,52.98,59.15
19.93,26.0,66.02,48.01
17.7,26.0,76.84,65.4
20.97,26.0,71.99,41.83
19.69,26.0,49.62,52.87
22.85,26.0,80.82,26.0
22.67,26.0,51.43,26.59
17.09,26.0,51.87,69.84
17.54,26.0,81.04,63.27
21.36,26.0,64.38,41.3
21.54,26.0,59.92,40.62
17.04,26.0,67.15,68.47
17.29,26.0,84.26,68.09
23.1,26.0,49.79,25.68
22.36,26.0,75.28,26.12
14.16,26.0,58.37,89.54
19.06,26.0,49.68,57.23
26.28,26.0,61.88,0.0
12.58,26.0,66.95,91.66
25.68,26.0,53.24,10.36
14.61,26.0,61.21,87.03
20.12,26.0,70.43,46.34
18.79,26.0,68.06,53.27
12.16,26.0,73.93,100.0
26.65,26.0,78.46,0.0
19.28,26.0,61.37,61.9
27.27,26.0,61.92,0.0
16.59,26.0,64.87,77.4
25.86,26.0,67.65,1.33
26.76,26.0,49.33,0.27
20.91,26.0,57.51,40.38
15.24,26.0,51.88,82.1
22.96,26.0,60.43,30.34
20.78,26.0,83.93,43.89
27.11,26.0,68.31,0.91
19.03,26.0,62.18,53.89
16.3,26.0,67.64,73.14
14.21,26.0,71.76,89.6
23.18,26.0,62.4,23.29
27.59,26.0,62.91,0.0
12.45,26.0,73.06,94.91
23.85,26.0,47.43,21.8
26.83,26.0,66.6,0.28
13.2,26.0,66.89,89.58
13.76,26.0,75.27,86.45
23.07,26.0,84.31,25.94
22.37,26.0,76.83,30.66
13.1,26.0,65.15,98.75
25.35,26.0,51.78,11.08
20.37,26.0,68.53,46.76
26.52,26.0,78.37,0.0
26.05,26.0,82.3,0.0
25.0,26.0,78.01,17.24
20.25,26.0,52.56,44.54
16.03,26.0,73.5,74.08
20.1,26.0,80.21,47.81
13.61,26.0,72.24,87.72
22.54,26.0,72.43,26.51
14.14,26.0,65.01,84.08
20.18,26.0,70.48,45.0
12.87,26.0,56.78,93.77
16.79,26.0,48.55,76.99
15.71,26.0,78.11,74.9
21.92,26.0,82.73,31.98
24.59,26.0,79.27,14.19
12.92,26.0,58.36,98.0
25.6,26.0,48.74,3.77
25.77,26.0,56.21,6.23
17.48,26.0,78.71,59.34
22.54,26.0,71.23,34.17
18.44,26.0,83.67,56.97
14.47,26.0,58.71,85.71
20.46,26.0,67.06,42.87
13.38,26.0,76.6,85.12
26.06,26.0,54.36,0.86
26.79,26.0,83.56,0.0
25.15,26.0,68.7,11.27
21.0,26.0,45.32,39.95
20.92,26.0,46.01,38.42
27.75,26.0,80.29,0.0
15.97,26.0,70.81,73.12
13.22,26.0,75.52,89.41
20.99,26.0,76.36,40.34
17.26,26.0,61.82,71.04
17.16,26.0,76.94,70.42
12.11,26.0,82.5,100.0
21.54,26.0,51.89,33.13
16.22,26.0,75.57,69.14
15.01,26.0,57.31,85.13
12.65,26.0,57.86,95.84
17.83,26.0,61.51,66.72
26.06,26.0,79.55,1.19
17.39,26.0,45.88,74.23
22.87,26.0,62.36,31.82
24.1,26.0,72.2,21.72
17.25,26.0,49.42,67.72
25.15,26.0,76.69,8.72
23.07,26.0,82.68,24.46
20.95,26.0,48.64,38.15
12.02,26.0,51.12,100.0
12.56,26.0,83.96,95.53
27.85,26.0,52.91,0.0
24.52,26.0,48.16,19.9
27.0,26.0,83.09,0.98
26.44,26.0,80.7,0.0
12.33,26.0,71.23,100.0
24.67,26.0,67.06,9.0
19.22,26.0,81.77,51.51
24.63,26.0,71.22,14.39
12.11,26.0,71.34,99.44
16.61,26.0,78.75,72.22
24.02,26.0,71.13,20.76
24.69,26.0,65.15,15.28
21.92,26.0,60.59,32.64
16.82,26.0,65.13,70.87
16.97,26.0,65.9,63.52
27.47,26.0,59.43,0.0
19.03,26.0,62.92,50.61
19.15,26.0,77.07,51.91
20.84,26.0,61.66,38.5
18.55,26.0,46.02,58.15
20.84,26.0,56.32,43.58
18.92,26.0,54.27,55.39
25.23,26.0,76.74,12.33
26.54,26.0,62.97,0.3
26.91,26.0,56.21,0.74
21.03,26.0,77.43,39.98
19.07,26.0,45.77,61.36
23.28,26.0,51.97,28.64
25.41,26.0,78.08,2.58
21.01,26.0,67.03,39.07
23.2,26.0,75.95,26.57
24.0,26.0,78.53,19.88
22.82,26.0,82.68,23.67
23.94,26.0,47.54,22.94
15.34,26.0,76.97,74.31
19.97,26.0,73.35,52.59
21.41,26.0,53.28,41.5
